Timestamp,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,DayOfWeek,Holiday,EnergyConsumption
2022-01-01 00:00:00,25.1394334377269,43.43158120480281,1565.6939992511175,5,On,Off,2.774698791658742,Monday,No,75.36437339539214
2022-01-01 01:00:00,27.731650520792968,54.225918580233085,1411.064918331917,1,On,On,21.831384152500608,Saturday,No,83.40185495035139
2022-01-01 02:00:00,28.704276857248125,58.907657743033184,1755.71500922237,2,Off,Off,6.76467168191291,Sunday,No,78.27088774061066
2022-01-01 03:00:00,20.080469485298178,50.3716371457499,1452.316318334375,1,Off,On,8.623446893471096,Wednesday,No,56.51985048548002
2022-01-01 04:00:00,23.09735925505204,51.40142134361278,1094.1303586981196,9,On,Off,3.0719692157166323,Friday,No,70.81173246793318
2022-01-01 05:00:00,29.576037393658908,36.82426323380886,1871.7091797360983,6,Off,Off,17.62668982389795,Sunday,Yes,84.32188519433718
2022-01-01 06:00:00,25.13116712267887,35.70962155267958,1607.0012284749637,6,On,Off,24.26470232698351,Friday,Yes,76.16579090213895
2022-01-01 07:00:00,23.182844248720986,31.67991978011051,1633.9553295431137,8,Off,Off,27.517099250037322,Thursday,Yes,74.1319061773031
2022-01-01 08:00:00,25.391999374256482,46.399364049557406,1240.309223721734,6,On,Off,2.3075954692088576,Sunday,No,78.20623587095885
2022-01-01 09:00:00,22.212549424277597,32.41846388370173,1705.4203356236915,1,On,Off,29.140070981014404,Tuesday,No,77.99221370196022
2022-01-01 10:00:00,28.0648135792427,36.45147178564109,1341.4671285403147,2,Off,Off,0.3522383966403897,Monday,Yes,82.27443448386548
2022-01-01 11:00:00,23.422546256146845,30.527342157466457,1604.4183548074382,6,On,On,19.529548154656723,Thursday,Yes,73.27866950427382
2022-01-01 12:00:00,25.388888490671448,47.60101803425757,1244.6189139899486,1,On,Off,21.79744359722318,Tuesday,Yes,84.14477565753458
2022-01-01 13:00:00,20.058737855510582,41.861641594454376,1806.052631578324,2,Off,Off,6.384949152471242,Friday,Yes,60.0225185622203
2022-01-01 14:00:00,26.731524781805255,37.29787044961106,1419.7490137965287,6,Off,Off,12.074223142216763,Friday,Yes,81.18318756246354
2022-01-01 15:00:00,22.10024262178738,56.09917871988325,1144.8062949047298,8,Off,On,10.900770033732996,Sunday,No,74.081256288494
2022-01-01 16:00:00,29.325575928787117,56.95417356701815,1620.8617811356273,0,On,On,15.453999472973807,Friday,No,89.4982076601557
2022-01-01 17:00:00,23.742447494814922,42.24584548342733,1413.595106864955,1,On,Off,3.940678287777141,Sunday,Yes,72.87244263642421
2022-01-01 18:00:00,27.524189220859462,47.172429679424546,1832.1997785770345,9,On,Off,19.688958309220318,Thursday,No,83.8998965998896
2022-01-01 19:00:00,27.63139001845522,36.14029374467184,1251.553720835332,4,On,On,8.848082816473534,Wednesday,Yes,82.07757940317406
2022-01-01 20:00:00,28.7049945527175,59.931894786121376,1211.2618021121182,9,On,On,11.703977742489942,Friday,Yes,94.236287728335
2022-01-01 21:00:00,21.101111782566015,30.41800645418693,1677.105260698892,3,Off,Off,14.51720370832993,Sunday,Yes,59.672380432970826
2022-01-01 22:00:00,23.000919803937837,43.63838293291814,1228.3223766902736,1,Off,Off,4.302844586055179,Saturday,No,70.23522761734993
2022-01-01 23:00:00,24.749057659504686,57.216848654263046,1253.708860396828,6,On,On,0.6603375462558703,Tuesday,No,78.39420777459377
2022-01-02 00:00:00,26.729367191665858,46.19408776943607,1533.8875228293596,8,On,Off,18.5810340057255,Wednesday,No,87.84164465666763
2022-01-02 01:00:00,22.575924329206178,57.7495719227239,1040.2062146036978,8,Off,On,8.906945509097325,Tuesday,Yes,72.92984426206768
2022-01-02 02:00:00,27.011513197244874,52.637571884657305,1701.2553405115032,9,On,On,24.051355077458528,Thursday,No,86.66909405376278
2022-01-02 03:00:00,26.570000593742623,43.330311963375614,1126.0627981873615,7,Off,On,2.9434034323461225,Thursday,No,80.41142775984329
2022-01-02 04:00:00,21.820077577118944,56.855188125958406,1289.616032810379,3,Off,On,25.513774644213942,Tuesday,Yes,64.21209800102363
2022-01-02 05:00:00,23.220629928291007,46.073879432102466,1649.5103531928776,2,Off,On,18.270528189168942,Tuesday,No,74.16033755004982
2022-01-02 06:00:00,28.875374569208283,31.803130453234026,1887.2017226982111,5,On,On,24.46883621156326,Tuesday,Yes,81.04958057295511
2022-01-02 07:00:00,20.833491610497568,51.147007018014364,1096.7031280679794,1,On,Off,21.865100350797228,Saturday,No,70.30817192579988
2022-01-02 08:00:00,27.465641201404082,34.9409910367269,1491.2879488851015,9,On,Off,4.6457386056945404,Thursday,No,82.28439185280472
2022-01-02 09:00:00,20.623500489834765,50.14503354220139,1036.4623172912152,6,Off,On,0.3722012648189066,Saturday,No,59.847392688307885
2022-01-02 10:00:00,27.314811265727286,42.93605505297437,1876.510298961869,4,On,Off,1.1813311411593264,Tuesday,Yes,82.50403686398842
2022-01-02 11:00:00,27.42511354993544,32.394788065588216,1155.2301001435485,9,On,Off,8.166146956672918,Monday,Yes,82.78244589126273
2022-01-02 12:00:00,24.07915813451661,54.09504887445641,1850.3220231803862,7,Off,Off,21.060814255417917,Tuesday,Yes,74.67411328167944
2022-01-02 13:00:00,29.913829988984812,53.34075278909026,1924.1861207571112,0,On,Off,25.84805422710293,Thursday,No,86.88913818269737
2022-01-02 14:00:00,24.521372987583916,42.27647348582312,1654.9299772328145,7,On,Off,1.6471723322743026,Saturday,Yes,78.54242641942929
